-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.30.111, port 50052
[  5] local 192.168.30.190 port 5201 connected to 192.168.30.111 port 45746
[ ID] Interval           Transfer     Bandwidth       Jitter    Lost/Total Datagrams
[  5]  11.50-11.60  sec  2.88 KBytes   236 Kbits/sec  8058.250 ms  0/2 (0%)  
[  5]  11.60-11.70  sec  2.88 KBytes   236 Kbits/sec  7082.738 ms  0/2 (0%)  
[  5]  11.70-11.80  sec  1.44 KBytes   118 Kbits/sec  6641.206 ms  0/1 (0%)  
[  5]  11.80-11.90  sec  2.88 KBytes   236 Kbits/sec  5837.395 ms  0/2 (0%)  
[  5]  11.90-12.00  sec  2.88 KBytes   236 Kbits/sec  5131.053 ms  0/2 (0%)  
[  5]  12.00-12.10  sec  1.44 KBytes   118 Kbits/sec  4811.015 ms  0/1 (0%)  
[  5]  12.10-12.20  sec  2.88 KBytes   236 Kbits/sec  4228.977 ms  0/2 (0%)  
[  5]  12.20-12.30  sec  2.88 KBytes   236 Kbits/sec  3717.137 ms  0/2 (0%)  
[  5]  12.30-12.40  sec  1.44 KBytes   118 Kbits/sec  3485.851 ms  0/1 (0%)  
[  5]  12.40-12.50  sec  2.88 KBytes   235 Kbits/sec  3065.079 ms  0/2 (0%)  
[  5]  12.50-12.60  sec  2.88 KBytes   236 Kbits/sec  2695.286 ms  0/2 (0%)  
[  5]  12.60-12.70  sec  0.00 Bytes  0.00 bits/sec  2695.286 ms  0/0 (0%)  
[  5]  12.70-12.80  sec  1.44 KBytes   118 Kbits/sec  2534.314 ms  0/1 (0%)  
[  5]  12.80-12.90  sec  2.88 KBytes   236 Kbits/sec  2230.951 ms  0/2 (0%)  
[  5]  12.90-13.00  sec  0.00 Bytes  0.00 bits/sec  2230.951 ms  0/0 (0%)  
[  5]  13.00-13.10  sec  5.75 KBytes   471 Kbits/sec  1731.724 ms  0/4 (0%)  
[  5]  13.10-13.20  sec  0.00 Bytes  0.00 bits/sec  1731.724 ms  0/0 (0%)  
[  5]  13.20-13.30  sec  7.19 KBytes   589 Kbits/sec  1269.899 ms  0/5 (0%)  
[  5]  13.30-13.40  sec  1.44 KBytes   118 Kbits/sec  1191.278 ms  0/1 (0%)  
[  5]  13.40-13.50  sec  2.88 KBytes   236 Kbits/sec  1047.410 ms  0/2 (0%)  
[  5]  13.50-13.60  sec  2.88 KBytes   236 Kbits/sec  921.154 ms  0/2 (0%)  
[  5]  13.60-13.70  sec  1.44 KBytes   118 Kbits/sec  864.072 ms  0/1 (0%)  
[  5]  13.70-13.80  sec  2.88 KBytes   236 Kbits/sec  760.189 ms  0/2 (0%)  
[  5]  13.80-13.90  sec  2.88 KBytes   236 Kbits/sec  668.463 ms  0/2 (0%)  
[  5]  13.90-14.00  sec  0.00 Bytes  0.00 bits/sec  668.463 ms  0/0 (0%)  
[  5]  14.00-14.10  sec  4.31 KBytes   353 Kbits/sec  559.354 ms  0/3 (0%)  
[  5]  14.10-14.20  sec  0.00 Bytes  0.00 bits/sec  559.354 ms  0/0 (0%)  
[  5]  14.20-14.30  sec  1.44 KBytes   114 Kbits/sec  532.363 ms  0/1 (0%)  
[  5]  14.30-14.40  sec  5.75 KBytes   488 Kbits/sec  419.833 ms  0/4 (0%)  
